event_id,occurrence_id,measurement_type,measurement_value
GB_GB12R2,,Total Organic Matter,8.8
GB_GB12R3,,Total Organic Matter,8.8
GG_GG01R1,,Proportion of particles (silt size-fraction) in sediment,56
GG_GG01R2,,Proportion of particles (silt size-fraction) in sediment,56
GG_GG01R3,,Proportion of particles (silt size-fraction) in sediment,56
GG_GG02R1,,Proportion of particles (silt size-fraction) in sediment,8
GG_GG04R1,,Proportion of particles (silt size-fraction) in sediment,13
GG_GG04R2,,Proportion of particles (silt size-fraction) in sediment,13
GG_GG04R3,,Proportion of particles (silt size-fraction) in sediment,13
GG_GG05R1,,Proportion of particles (silt size-fraction) in sediment,43
GG_GG05R2,,Proportion of particles (silt size-fraction) in sediment,43
GG_GG05R3,,Proportion of particles (silt size-fraction) in sediment,43
GG_GG06R1,,Proportion of particles (silt size-fraction) in sediment,61
GG_GG06R2,,Proportion of particles (silt size-fraction) in sediment,61
GG_GG06R3,,Proportion of particles (silt size-fraction) in sediment,61
GG_GG09R1,,Proportion of particles (silt size-fraction) in sediment,36
GG_GG09R2,,Proportion of particles (silt size-fraction) in sediment,36
GG_GG14R1,,Proportion of particles (silt size-fraction) in sediment,6
GG_GG14R2,,Proportion of particles (silt size-fraction) in sediment,6
GB_GB09R1,,Proportion of particles (silt size-fraction) in sediment,18
GB_GB09R2,,Proportion of particles (silt size-fraction) in sediment,18
GB_GB09R3,,Proportion of particles (silt size-fraction) in sediment,18
GB_GB10R1,,Proportion of particles (silt size-fraction) in sediment,26
GB_GB10R2,,Proportion of particles (silt size-fraction) in sediment,26
GB_GB10R3,,Proportion of particles (silt size-fraction) in sediment,26
GB_GB11R1,,Proportion of particles (silt size-fraction) in sediment,12
GB_GB11R2,,Proportion of particles (silt size-fraction) in sediment,12
GB_GB11R3,,Proportion of particles (silt size-fraction) in sediment,12
GB_GB12R1,,Proportion of particles (silt size-fraction) in sediment,55
GB_GB12R2,,Proportion of particles (silt size-fraction) in sediment,55
GB_GB12R3,,Proportion of particles (silt size-fraction) in sediment,55
GG_GG01R1,,habitat,coral reef
GG_GG01R2,,habitat,coral reef
GG_GG01R3,,habitat,coral reef
GG_GG02R1,,habitat,coral reef
GG_GG04R1,,habitat,coral reef
GG_GG04R2,,habitat,coral reef
GG_GG04R3,,habitat,coral reef
GG_GG05R1,,habitat,seagrass meadow
GG_GG05R2,,habitat,seagrass meadow
GG_GG05R3,,habitat,seagrass meadow
GG_GG06R1,,habitat,seagrass meadow
GG_GG06R2,,habitat,seagrass meadow
GG_GG06R3,,habitat,seagrass meadow
GG_GG09R1,,habitat,seagrass meadow
GG_GG09R2,,habitat,seagrass meadow
GG_GG14R1,,habitat,seagrass meadow
GG_GG14R2,,habitat,seagrass meadow
GB_GB09R1,,habitat,coral reef
GB_GB09R2,,habitat,coral reef
GB_GB09R3,,habitat,coral reef
GB_GB10R1,,habitat,seagrass meadow
GB_GB10R2,,habitat,seagrass meadow
GB_GB10R3,,habitat,seagrass meadow
GB_GB11R1,,habitat,coral reef
GB_GB11R2,,habitat,coral reef
GB_GB11R3,,habitat,coral reef
GB_GB12R1,,habitat,seagrass meadow
GB_GB12R2,,habitat,seagrass meadow
GB_GB12R3,,habitat,seagrass meadow
